Sample_ID,Timestamp,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Label,Command,Confidence
72,0.5546875,4.5979447021598325,14.708653703688842,27.772610739936724,-7.0820041870770805,2.108016682360784,0.11415165555378015,-20.17158437380963,-10.936316644831685,17.073788070179244,10.157839300876216,23.142263443149503,10.99007277023867,-10.778325181698307,-9.377002246874838,0,Neutral,0.954
73,0.5625,-19.758491430498587,25.649521705695193,0.09071386297543693,-24.874182225080254,-10.183829643537802,-3.959593838189915,-20.33143790800233,-15.475175220325395,22.223271648443877,12.07900843071732,39.7159156557034,24.84452555561215,-2.3982975615681417,4.0751795700056235,0,Neutral,0.954
74,0.5703125,-33.90557192240419,18.89899636587007,-17.103038209255367,-27.7289394573625,-28.68011233661975,10.639934732439366,-11.017301091146319,-32.896477922070375,21.886412851060943,14.495026660327348,35.54058863734636,17.666369381291872,4.048850661751366,29.10323409125155,0,Neutral,0.954
75,0.578125,-34.457812732722985,21.279976656025415,-11.20081297222529,-24.757839035592564,-24.080274204660977,23.943109443917084,0.8714062655094653,-35.25059353511171,21.434469333701145,15.264556853819121,9.54671775271672,3.2435831301419227,7.01857041060506,39.54867346635203,0,Neutral,0.954
76,0.5859375,-26.789893805519714,22.33416886114423,-5.701589801854604,-23.472727412426785,-1.1780784288548314,14.166286916120239,7.91507614581621,-11.945033159757749,13.55596952940071,10.497626203668748,-9.448519983557553,-6.230013335928959,17.066774795086484,26.151200790044648,0,Neutral,0.954
77,0.59375,-9.421774869330964,-3.5376677065656867,-8.323421040379698,-11.867670330403211,15.193492880606513,0.19217366080892795,17.426172686178198,4.68024869212471,-1.8988739292088006,0.04132201514388867,-5.091038475089888,-14.01576984272345,21.30556527550619,12.048388256312808,0,Neutral,0.954
78,0.6015625,0.6899547588027517,-21.954646266997024,-5.381804279652377,11.24239214762623,23.28583386601408,-11.766766002318198,24.00259435764317,13.809204409962245,-12.574623916899004,-11.297728918332364,0.25630795333281853,-16.732681035244465,3.2877959285562115,13.61845663758077,0,Neutral,0.954
79,0.609375,-6.215431480429024,-14.619064365855554,4.113688749093903,27.528443992946475,26.235327576734626,-28.16542052222575,12.644830434938843,31.610801780127826,-12.54836782366046,-20.1119971446535,-10.740344215582237,-14.157391831936305,-19.107592355304266,14.808093101178798,0,Neutral,0.954
80,0.6171875,-6.373766653258406,-7.6389449023357905,12.476166188381507,34.93698275272618,17.886656846929426,-26.48438297909124,-5.613740134448159,34.867917270429935,-11.59010448979938,-17.91562618990425,-19.024622617361242,-17.537907992332663,-27.248249675729596,4.7615303617063205,0,Neutral,0.954
81,0.625,10.858607870656124,-1.7949418689377006,21.028400132629177,38.31509383119166,10.812203954911682,-6.013647605653978,-12.699421571250394,12.008230864621801,-17.366905513988094,-0.4028730710840396,-12.265552785628572,-25.647562922082912,-27.95981489259497,-7.431584134031997,0,Neutral,0.954
82,0.6328125,23.3326517990763,4.491670246427251,27.29412530476767,28.081076135393467,18.144865248937634,-2.6401909221520845,-10.651934490646402,-7.289788437347018,-20.958252610374785,14.14578366761432,-6.78749558002518,-21.497147314383163,-22.764047430294166,-20.922420394558483,0,Neutral,0.954
83,0.640625,25.79582720871083,-1.682736733464299,15.102161926641546,5.416052851313156,20.946648928375236,-10.292111102924785,-6.675152681243848,-11.113869449448586,-19.705275242353817,11.982005550384336,-1.7204843954121911,-0.6026921600067032,-3.985188123860143,-30.610667099814954,0,Neutral,0.954
84,0.6484375,29.64424530860877,-0.9270348823353363,-16.95093624044865,-10.632857924992742,1.9425594239488344,1.31576155809854,-0.39244019805928276,-11.85497541371196,-24.460428454810078,6.998196544232247,16.40095777045147,19.32603274831291,19.522517841144712,-21.064332627744093,0,Neutral,0.954
85,0.65625,21.81128214709593,18.65580116602706,-36.343910003016894,-11.5562239026723,-21.845292488115906,20.380630042172637,10.854825799896702,-7.17766208363053,-27.872957711764563,11.954155824826202,25.943221425160313,25.87941300918194,29.359973187443842,-3.705055916490309,0,Neutral,0.954
86,0.6640625,0.007387343158226756,23.643320138068834,-24.470405613606747,-10.411229557263013,-28.807198250683832,30.423533821526696,17.93629340780938,4.073263024703703,-11.876970830100067,19.925620958246693,8.407401856745986,26.029525377661404,24.557637439121777,-3.2575499664190044,0,Neutral,0.954
87,0.671875,-6.621105276143359,3.14267036675858,-10.838349466795744,-17.179062268501397,-23.66343424215131,35.27259972663744,9.544672552867802,8.915950755709506,16.69881085391398,15.62988806662583,-13.531913029848031,24.42935207374137,19.953528284865023,-11.940559701192221,0,Neutral,0.954
88,0.6796875,-0.38123655200947315,-14.702650012553619,-16.702737745965244,-18.897288145368947,-17.76527472719774,26.06528947433134,1.8193208895156883,9.363564020952415,32.0342927816649,-6.890650440010133,-21.772690742509987,20.40625993783327,19.541222354480077,-6.2246105441882165,0,Neutral,0.954
89,0.6875,-4.932211545969625,-21.547423011215304,-19.67803415807587,-6.4106175378539385,-8.498484200554005,-1.0550620936165669,12.38264090543641,12.679788220356901,26.692954160355377,-30.772373070204537,-18.340955865359017,18.827784649932077,12.154841797580705,13.12401685966796,0,Neutral,0.954
90,0.6953125,-12.3204738625209,-24.616611759830594,-5.994618284687649,4.8468401691054055,1.986340602042395,-20.98874418748294,21.31175431130024,11.038826916779547,21.621517868627905,-34.0428989108167,-12.362437670187855,16.416553475104052,-3.1883909745960604,25.474266773023025,0,Neutral,0.954
91,0.703125,-18.457845306613354,-17.697194359353713,7.9055819252047685,4.086042850642192,2.961999354946974,-18.79643528776021,7.826227449662708,9.017712636254828,20.055749140173106,-19.437728557527404,-17.221299494919872,0.8653113642262058,-9.956821083631766,17.625149649280093,0,Neutral,0.954
92,0.7109375,-27.955141794231153,-8.842515647670353,15.840704546119438,1.9353289170307961,1.4171987875241185,-13.056846219142095,-12.04989954088349,12.916724655430237,2.863257211383543,-8.622825988645435,-23.805155294489488,-22.806576468332572,-6.614367857438616,1.2596112097419665,0,Neutral,0.954
93,0.71875,-20.42990741205329,-14.33060601308465,21.36704687208762,6.145366140340853,11.809677230667099,-15.280236804096472,-20.296881527497938,1.0606141484955378,-15.22808674069264,-7.521590745940723,-14.658376980117664,-28.695823030189946,-13.930385701132476,-3.04704170156333,0,Neutral,0.954
94,0.7265625,1.9869712396436556,-10.747253827980535,13.27912414589876,7.422227939652311,22.360791495339107,-15.602790688295922,-28.402249321111753,-25.271845229400427,-12.36393150169691,-0.2245379296588758,0.8642124982256851,-12.43964638908467,-28.78028363322713,-1.3816833834071813,0,Neutral,0.954
95,0.734375,7.724827050977461,17.106431049070203,-9.654181981447179,1.5912663254520427,13.986860225045671,-15.366166228028195,-39.272384832167795,-34.1329332119133,-5.003947006234453,15.060222313684076,12.76080782450202,-3.4728531734055674,-27.206097122791803,-6.635909854943712,0,Neutral,0.954
96,0.7421875,2.1540830042763592,32.89777898100079,-21.800214029937457,1.3181385486168196,-3.508901494367907,-13.052287009274076,-28.02420426585727,-32.61830926729249,-4.268092497752314,25.387731092409275,24.767738119877375,-6.848092621273104,-13.98424657901096,-7.931779394685934,0,Neutral,0.954
97,0.75,4.893063059540506,27.44365698141656,-10.6600344746865,4.973972617066193,-14.235634481868711,7.465805234930596,2.0824203977515103,-31.517785913991617,-3.239317731521747,30.271076123158572,31.318882963177863,-4.4189993426750185,-3.4121278945154008,-9.062744961854953,0,Neutral,0.954
98,0.7578125,4.057153837044803,22.058088325454964,-0.6971746438899806,-6.591403267661793,-21.6599051195652,29.329114910025307,18.075983166792973,-7.2535022688764785,-1.9595753574097996,26.509164565428414,19.561959821702004,-3.4622757058220746,11.944823799659812,-22.2748615828543,0,Neutral,0.954
99,0.765625,0.21181214953654903,8.31027353863859,-7.036587211202439,-26.472990929599895,-22.156543968127412,22.420844703838164,18.77387205136557,19.96388857210616,0.22407742709061262,7.160034792380956,-5.516340367355007,-1.0505813229439789,30.10563372708912,-18.682279553742738,0,Neutral,0.954
